Unique_Scientific_Name,Wing_Chord,Bill_Depth
Coracina_larvata,145,10.9
Coracina_larvata,138,10
Coracina_larvata,136,9.8
Coracina_leucopygia,143,8.7
Coracina_leucopygia,141,8.5
Coracina_leucopygia,148,9.2
Coracina_leucopygia,139,8.8
Coracina_lineata,132,7.6
Coracina_lineata,140,8.2
Coracina_lineata,149,7.8
Coracina_lineata,138,7.9
Coracina_longicauda,180,10
Coracina_longicauda,169,8.8
Coracina_longicauda,167,9
Coracina_longicauda,173,9.2
Coracina_macei,157,9.9
Coracina_macei,158,10.2
Coracina_macei,160,9.5
Coracina_macei,159,9.5
Coracina_macei,172,11.9
Coracina_macei,174,11.3
Coracina_macei,177,12.2
Coracina_macei,169,10.6
Coracina_maxima,203,8
Coracina_maxima,202,7.7
Coracina_maxima,207,7.4
Coracina_maxima,210,8.9
Coracina_mcgregori,98.5,7
Coracina_mindanensis,115,8
Coracina_mindanensis,114,7.7
Coracina_mindanensis,111,7.3
Coracina_mindanensis,116.5,7
Coracina_morio,110,6.7
Coracina_morio,112,6.3
Coracina_morio,107.5,5.9
Coracina_morio,110,7
Coracina_newtoni,96,5.8
Coracina_newtoni,97,6.2
Coracina_newtoni,95,6.4
Coracina_newtoni,97,5.8
Coracina_ostenta,126.5,8.6
Coracina_ostenta,131,9.5
Coracina_ostenta,128,8.8
Coracina_ostenta,129,9.1
Coracina_papuensis,137,8.9
Coracina_papuensis,145,9.7
Coracina_papuensis,142,9.5
Coracina_papuensis,144,9
Coracina_pectoralis,136,7.8
Coracina_pectoralis,135.5,7.4
Coracina_pectoralis,132,7.7
Coracina_pectoralis,135,8.3
Coracina_polioptera,109,5.7
Coracina_polioptera,115,5.4
Coracina_polioptera,113,5.6
Coracina_polioptera,108,5.2
Coracina_schistacea,164.5,11.9
Coracina_schistacea,154,12.1
Coracina_schistacea,152,11.1
Coracina_schistacea,154,12.1
Coracina_striata,146,11.6
Coracina_striata,143,10.6
Coracina_striata,142,11.2
Coracina_striata,145,11.4
Coracina_striata,143,10.8
Coracina_striata,142,11.3
Coracina_sula,115,7.7
Coracina_sula,118,8.2
Coracina_sula,121,7.5
Coracina_temminckii,156,10.3
Coracina_temminckii,155,9.6
Coracina_temminckii,144,9.3
Coracina_temminckii,150,9.6
Coracina_tenuirostris,134.5,7.7
Coracina_tenuirostris,129,7.5
Coracina_tenuirostris,122,7.8
Coracina_tenuirostris,116,7.2
Coracina_typica,104,7.1
Coracina_typica,104,7.1
Coracina_typica,104,7.5
Coracina_typica,110,7.6
Coracopsis_nigra,226,19.2
Coracopsis_nigra,245,22.9
Coracopsis_nigra,235,21.5
Coracopsis_nigra,233,20.8
Coracopsis_vasa,300,34.6
Coracopsis_vasa,309,37.4
Coracopsis_vasa,317,33
Coracopsis_vasa,305,35.7
Coracornis_raveni,82,4.9
Coracornis_raveni,83,4.2
Coracornis_raveni,75,4.2
Coracornis_raveni,80,4.4
Coragyps_atratus,386,14.4
Coragyps_atratus,405,16.2
Coragyps_atratus,435,16.7
Coragyps_atratus,418,16.3
Corapipo_altera,57,3.9
Corapipo_altera,60,3.6
Corapipo_altera,57,3.5
Corapipo_altera,58,3.6
Corapipo_gutturalis,58,3.4
Corapipo_gutturalis,57,3.3
Corapipo_gutturalis,57,3
Corapipo_gutturalis,54,3.1
Corapipo_leucorrhoa,60,3.7
Corapipo_leucorrhoa,57,3.8
Corapipo_leucorrhoa,59,3.7
Corapipo_leucorrhoa,58,3.5
Corapipo_leucorrhoa,59,NA
Corcorax_melanorhamphos,245,11.6
Corcorax_melanorhamphos,251,12
Corcorax_melanorhamphos,253,12.2
Corcorax_melanorhamphos,243,12.4
Corvinella_corvina,115.5,10.3
Corvinella_corvina,115,10.4
Corvinella_corvina,121,10.7
Corvinella_corvina,119,10.4
Corvinella_corvina,123,NA
Corydon_sumatranus,132,17
Corydon_sumatranus,122,14.8
Corydon_sumatranus,117,16.1
Corydon_sumatranus,134,16.7
Coryphistera_alaudina,76.4,4.9
Coryphistera_alaudina,75,4.1
Coryphistera_alaudina,72.3,4.6
Coryphistera_alaudina,75.4,4.8
Coryphistera_alaudina,70,4.5
Coryphistera_alaudina,72.5,4.7
Coryphistera_alaudina,69,4.2
Coryphistera_alaudina,72,4.6
Coryphistera_alaudina,74,NA
Coryphospingus_cucullatus,56,6.4
Coryphospingus_cucullatus,61,6.1
Coryphospingus_cucullatus,63,6.2
Coryphospingus_cucullatus,64,6.1
Coryphospingus_cucullatus,NA,NA
Coryphospingus_cucullatus,NA,NA
Coryphospingus_cucullatus,NA,NA
Coryphospingus_cucullatus,NA,NA
Coryphospingus_pileatus,64,6
Coryphospingus_pileatus,63,6
Coryphospingus_pileatus,63,6.2
Coryphospingus_pileatus,59,6.3
Coryphospingus_pileatus,66,NA
Corythaixoides_concolor,215,13.4
Corythaixoides_concolor,209,13.7
Corythaixoides_concolor,233,13.3
Corythaixoides_concolor,211,13.6
Corythaixoides_personatus,207,11.8
Corythaixoides_personatus,206,13.2
Corythaixoides_personatus,200,12.2
Corythaixoides_personatus,212,12.6
Corythopis_delalandi,65,3.5
Corythopis_delalandi,64,3.4
Corythopis_delalandi,65,3.3
Corythopis_delalandi,61,3.3
Corythopis_torquatus,66,3.6
Corythopis_torquatus,63,3.4
Corythopis_torquatus,68,NA
Corythopis_torquatus,68,3.9
Corythopis_torquatus,71,3.5
Corythopis_torquatus,64,3.5
Corythopis_torquatus,69,3.7
Corythopis_torquatus,70,3.7
Corythopis_torquatus,67,3.2
Corythopis_torquatus,63,3.9
Corythopis_torquatus,62,3.6
Corythopis_torquatus,64,3.6
Corythopis_torquatus,68,3.3
Corythopis_torquatus,66,3.2
Corythopis_torquatus,62,3.5
Corythopis_torquatus,64,3.8
Corythopis_torquatus,69,3.4
Coscoroba_coscoroba,420,19.4
Coscoroba_coscoroba,440,18.9
Coscoroba_coscoroba,403,18.9
Coscoroba_coscoroba,422,19.6
Cossypha_archeri,79,3.7
Cossypha_archeri,73,3.8
Cossypha_archeri,67,3.8
Cossypha_archeri,68,3.7
Cossypha_caffra,85,4.1
Cossypha_caffra,81,3.6
Cossypha_caffra,80.5,4.3
Cossypha_caffra,79,4.2
Cossypha_caffra,84,NA
Cossypha_dichroa,94,5.2
Cossypha_dichroa,102,5.4
Cossypha_dichroa,93,4.7
Cossypha_dichroa,98,5.3
Cossypha_heuglini,97.5,4.6
Cossypha_heuglini,99.5,4.4
Cossypha_heuglini,91,4.4
Cossypha_heuglini,91,4.8
Cossypha_heuglini,89,NA
Cossypha_isabellae,69,4.6
Cossypha_isabellae,70.5,3.9
Cossypha_isabellae,75.5,4.4
Cossypha_isabellae,77,3.8
Cossypha_niveicapilla,97,4.9
Cossypha_niveicapilla,102,4.8
Cossypha_niveicapilla,91,4.5
Cossypha_niveicapilla,89,4.8
Cossypha_niveicapilla,95,NA
Cossypha_polioptera,77,4.2
Cossypha_polioptera,74,3.8
Cossypha_polioptera,79,4.1
Cossypha_polioptera,80.5,4.2
Cossypha_semirufa,71.5,4.1
Cossypha_semirufa,71,4.1
Cossypha_semirufa,76,3.7
Cossypha_semirufa,80,4
Cossyphicula_roberti,68.5,3.6
Cossyphicula_roberti,68,3.8
Cossyphicula_roberti,61.5,3.5
Cossyphicula_roberti,66,3.7
Coturnix_coturnix,105,5.2
Coturnix_coturnix,104.5,4.7
Coturnix_coturnix,104,5
Coturnix_coturnix,107,6
Coturnix_japonica,96,5.3
Coturnix_japonica,97,5.2
Coturnix_japonica,93,5.1
Coturnix_japonica,100,5.1
Coturnix_ypsilophora,105,6.5
Coturnix_ypsilophora,101,6.6
Coturnix_ypsilophora,96,6.3
Coturnix_ypsilophora,97,6.1
Coua_caerulea,193,10.2
Coua_caerulea,193,10.9
Coua_caerulea,197,9.5
Coua_caerulea,200,9.9
Coua_coquereli,146,8.3
Coua_coquereli,156,8.2
Coua_coquereli,139,8.5
Coua_coquereli,141,8.9
Coua_cristata,137,10.2
Coua_cristata,131,8.9
Coua_cristata,139,9.1
Coua_cristata,140,9.6
Coua_cursor,128,7.3
Coua_cursor,139,7.3
Coua_cursor,129,7.1
Coua_cursor,131,7.8
Coua_gigas,202,13.1
Coua_gigas,219,12
Coua_gigas,229,12.7
Coua_gigas,213,12.3
Coua_serriana,178,11.9
Coua_serriana,168,11.3
Coua_serriana,167,11.8
Coua_serriana,168,11.1
Coua_verreauxi,130,7.8
Coua_verreauxi,129,8.6
Coua_verreauxi,130,8.2
Coua_verreauxi,126,8.4
Crax_alberti,424,25.1
Crax_alberti,395,21.2
Crax_alberti,396,21
Crax_alberti,372,21.4
Crax_alector,397,23.2
Crax_alector,395,23.9
Crax_alector,372,21.2
Crax_alector,382,25.4
Crax_blumenbachii,395,23
Crax_blumenbachii,NA,21.4
Crax_blumenbachii,412,26.6
Crax_blumenbachii,408,20.4
Crax_blumenbachii,423,22
Crax_blumenbachii,422,23.7
Crax_blumenbachii,317,25
Crax_blumenbachii,311,24
Crax_daubentoni,369,22
Crax_daubentoni,377,20.5
Crax_daubentoni,385,18.1
Crax_daubentoni,367,21.2
Crax_fasciolata,373,23.6
Crax_fasciolata,370,NA
Crax_fasciolata,338,21.1
Crax_fasciolata,386,20.7
Crax_fasciolata,361,21.2
Crax_fasciolata,372,NA
Crax_fasciolata,345,NA
Crax_fasciolata,343,NA
Crax_fasciolata,338,NA
Crax_fasciolata,323,NA
Crax_globulosa,363,23.3
Crax_globulosa,370,19.2
Crax_globulosa,324,15.8
Crax_globulosa,341,22.6
Crax_rubra,383,22.4
Crax_rubra,376,16.8
Crax_rubra,377,20.1
Crax_rubra,389,21.6
Creatophora_cinerea,120,5.5
Creatophora_cinerea,118,5.8
Creatophora_cinerea,121,5.7
Creatophora_cinerea,118,5.6
Creurgops_dentatus,73,5.9
Creurgops_dentatus,71,5.6
Creurgops_dentatus,66,6
Creurgops_dentatus,69,5.7
Creurgops_verticalis,78,6.1
Creurgops_verticalis,82,6.4
Creurgops_verticalis,74,6.6
Creurgops_verticalis,78,6.4
Creurgops_verticalis,81,NA
Crex_crex,143,6.4
Crex_crex,135,6.6
Crex_crex,133,6.1
Crex_crex,133,6.4
Crinifer_piscator,223,14.5
Crinifer_piscator,228,15.8
Crinifer_piscator,222,16.1
Crinifer_piscator,225,16.2
Crinifer_zonurus,230,12.3
Crinifer_zonurus,247,14.5
Crinifer_zonurus,256,16.1
Crinifer_zonurus,257,14.5
Criniger_barbatus,105.5,6.8
Criniger_barbatus,109,6.6
Criniger_barbatus,95,6.2
Criniger_barbatus,98,7
Criniger_barbatus,105.8,NA
Criniger_calurus,87,5.8
Criniger_calurus,86,6.4
Criniger_calurus,81,5.4
Criniger_calurus,83,5.6
Criniger_calurus,85.3,NA
Criniger_chloronotus,105,6.6
Criniger_chloronotus,111,6.9
Criniger_chloronotus,91,6.1
Criniger_chloronotus,93,6.4
Criniger_ndussumensis,86,5
Criniger_ndussumensis,90,5.3
Criniger_ndussumensis,84,5
Criniger_ndussumensis,82,4.9
Crossleyia_xanthophrys,68,3.2
Crossleyia_xanthophrys,69,3
Crossleyia_xanthophrys,65,3.1
Crossleyia_xanthophrys,67,3.3
Crossleyia_xanthophrys,74,2.8
Crossoptilon_auritum,284,17.7
Crossoptilon_auritum,310,15.3
Crossoptilon_auritum,295,16
Crossoptilon_auritum,293,16.3
Crossoptilon_mantchuricum,301,17
Crossoptilon_mantchuricum,307,15
Crossoptilon_mantchuricum,277,14.1
Crossoptilon_mantchuricum,278,16.4
Crotophaga_ani,153,21.2
Crotophaga_ani,144,21.8
Crotophaga_ani,137,19.8
Crotophaga_ani,136,19
Crotophaga_ani,150,19
Crotophaga_ani,134,19.1
Crotophaga_ani,146,20.1
Crotophaga_ani,142,21.1
Crotophaga_major,212,23.3
Crotophaga_major,206,22.9
Crotophaga_major,191,20.7
Crotophaga_major,201,22.6
Crotophaga_major,181,20
Crotophaga_major,191,21.9
Crotophaga_major,171,19.2
Crotophaga_major,197,21.6
Crotophaga_sulcirostris,125,14.8
Crotophaga_sulcirostris,134,18.4
Crotophaga_sulcirostris,134,18.5
Crotophaga_sulcirostris,118,17
Cuculus_canorus,205,6.3
Cuculus_canorus,227,8.1
Cuculus_canorus,239,8.2
Cuculus_canorus,208,7.4
Cuculus_crassirostris,206,10.7
Cuculus_gularis,223,8.1
Cuculus_gularis,208,7.6
Cuculus_gularis,206,8.7
Cuculus_gularis,200,8.6
Cuculus_micropterus,204,9.2
Cuculus_micropterus,192,10.1
Cuculus_micropterus,188,8.3
Cuculus_micropterus,195,8.3
Cuculus_micropterus,197,10
Cuculus_micropterus,199,9.3
Cuculus_micropterus,200,9.4
Cuculus_micropterus,184,9.2
Cuculus_poliocephalus,155,5.8
Cuculus_poliocephalus,151,6.1
Cuculus_poliocephalus,153,6
Cuculus_poliocephalus,151,5.9
Cuculus_rochii,162,7.2
